GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,YrSold
936,129000,20,RL,5868,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,248.0,3,240.0,448.0,936.0,GasA,5,Y,936,0,0,1.0,0.0,1,0,2,1,3,4,0,Attchd,3,1.0,308.0,0,0,80,0,160,5,2010
950,130000,20,RL,12774,Pave,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,4,624.0,2,128.0,232.0,984.0,GasW,3,N,950,0,0,0.0,0.0,1,0,2,1,3,5,0,Detchd,1,2.0,400.0,0,32,0,0,0,7,2008
1600,256300,20,RL,14230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1566.0,1566.0,GasA,5,Y,1600,0,0,0.0,0.0,2,0,3,1,4,7,1,Attchd,2,3.0,890.0,0,56,0,0,0,7,2009
1114,142000,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1114.0,1114.0,GasA,5,Y,1114,0,0,0.0,0.0,1,1,3,1,4,6,0,0,0,0.0,0.0,0,39,0,0,0,8,2009
2117,237500,20,RL,12925,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,2,4,865.0,1,0.0,340.0,1205.0,GasA,5,Y,2117,0,0,0.0,0.0,2,1,4,1,3,7,2,Attchd,3,2.0,550.0,0,42,0,0,0,5,2008
1660,188700,70,RL,11988,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,CBlock,3,3,1,2,326.0,1,0.0,389.0,715.0,GasA,2,Y,849,811,0,0.0,0.0,1,1,3,1,3,6,1,Detchd,1,1.0,240.0,0,0,0,0,0,8,2008
1569,175900,120,RL,3635,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,1,5,988.0,1,0.0,398.0,1386.0,GasA,5,Y,1569,0,0,0.0,1.0,2,0,1,1,4,7,1,Attchd,2,3.0,660.0,143,20,0,0,0,5,2009
1040,150500,20,RL,8800,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2,2,532.0,3,144.0,364.0,1040.0,GasA,3,Y,1040,0,0,0.0,0.0,2,0,3,1,4,5,0,Detchd,1,2.0,484.0,0,0,0,0,288,9,2009
2486,279900,60,RL,11800,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,4,3,PConc,4,3,4,6,766.0,1,0.0,356.0,1122.0,GasA,5,Y,1146,1340,0,1.0,0.0,3,1,5,1,4,10,1,BuiltIn,3,2.0,452.0,143,32,0,0,0,7,2007
1721,180000,20,RL,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,3,570.0,1,0.0,891.0,1461.0,GasA,4,Y,1721,0,0,0.0,0.0,2,1,3,1,3,7,1,Attchd,2,2.0,440.0,0,96,180,0,0,7,2006
1008,134500,20,RL,8923,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,643.0,1,0.0,365.0,1008.0,GasA,4,Y,1008,0,0,1.0,0.0,1,0,2,1,4,6,0,Attchd,1,1.0,240.0,0,18,0,0,0,5,2007
1564,171000,60,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,650.0,650.0,GasA,3,Y,888,676,0,0.0,0.0,2,1,3,1,3,7,1,Attchd,1,2.0,476.0,0,50,0,0,204,4,2010
816,138000,20,RL,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,3,4,1,6,816.0,1,0.0,0.0,816.0,GasA,5,Y,816,0,0,1.0,0.0,1,0,2,1,3,4,0,Detchd,3,2.0,816.0,0,0,0,0,0,6,2008
1588,227000,20,RL,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,4,3,PConc,4,4,3,1,0.0,1,0.0,1588.0,1588.0,GasA,5,Y,1588,0,0,0.0,0.0,2,0,3,1,4,7,1,Attchd,2,3.0,825.0,144,45,0,0,0,12,2007
1055,148500,120,RL,2529,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,5,378.0,1,0.0,677.0,1055.0,GasA,2,Y,1055,0,0,0.0,0.0,2,0,2,1,3,4,0,Attchd,1,2.0,440.0,0,38,0,0,0,9,2008
630,84500,180,RM,1936,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,4,131.0,6,499.0,0.0,630.0,GasA,4,Y,630,0,0,1.0,0.0,1,0,1,1,3,3,0,0,0,0.0,0.0,0,0,0,0,0,12,2007
1930,149000,70,RM,6876,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,2,1,4,522.0,1,0.0,198.0,720.0,GasA,2,Y,1146,784,0,1.0,0.0,2,0,4,1,3,8,0,Attchd,1,1.0,316.0,0,0,213,0,0,8,2009
1353,192350,20,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,3,3,CBlock,4,3,1,6,903.0,1,0.0,356.0,1259.0,GasA,5,Y,1353,0,0,1.0,0.0,2,0,2,1,3,5,1,Attchd,2,2.0,478.0,240,141,0,0,0,8,2007
1329,172000,20,RL,14267,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,108.0,3,3,CBlock,3,3,1,5,923.0,1,0.0,406.0,1329.0,GasA,3,Y,1329,0,0,0.0,0.0,1,1,3,1,4,6,0,Attchd,1,1.0,312.0,393,36,0,0,0,6,2010
1656,165400,60,RL,6931,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,4,3,PConc,4,3,1,1,0.0,1,0.0,746.0,746.0,GasA,5,Y,760,896,0,0.0,0.0,2,1,3,1,4,7,1,BuiltIn,3,2.0,397.0,178,128,0,0,0,7,2008
1674,185000,50,RL,21780,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,1,0.0,1,0.0,1163.0,1163.0,GasA,5,Y,1163,511,0,0.0,0.0,2,0,4,1,3,8,1,Detchd,3,2.0,396.0,72,36,0,0,144,7,2008
796,131900,85,RL,7689,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,3,6,720.0,4,76.0,0.0,796.0,GasA,4,Y,796,0,0,0.0,1.0,1,0,2,1,3,4,0,Detchd,1,1.0,336.0,138,0,0,0,0,7,2009
1506,213490,120,RL,3013,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,4,3,PConc,4,3,4,6,16.0,1,0.0,1346.0,1362.0,GasA,5,Y,1506,0,0,0.0,0.0,2,0,2,1,4,6,1,Attchd,3,2.0,440.0,142,20,0,0,0,4,2006
2062,277000,60,RL,14364,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,4,3,CBlock,4,3,4,6,1065.0,1,0.0,92.0,1157.0,GasA,5,Y,1180,882,0,1.0,0.0,2,1,3,1,3,7,1,Attchd,3,2.0,454.0,60,55,0,0,154,4,2007
1658,257500,20,RL,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1614.0,1614.0,GasA,5,Y,1658,0,0,0.0,0.0,2,1,3,1,4,7,1,Attchd,3,3.0,726.0,144,44,0,0,0,9,2009
864,62383,20,RL,8281,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,553.0,4,311.0,0.0,864.0,GasA,4,Y,864,0,0,0.0,0.0,1,0,3,1,3,5,1,Detchd,1,1.0,360.0,0,0,236,0,0,12,2009
2097,274300,60,RL,9750,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,975.0,1,0.0,133.0,1108.0,GasA,5,Y,1108,989,0,1.0,0.0,2,1,3,1,4,8,1,Detchd,2,2.0,583.0,253,170,0,0,0,6,2006
1159,158000,20,RL,11553,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,3,3,CBlock,3,3,1,4,673.0,1,0.0,378.0,1051.0,GasA,3,Y,1159,0,0,0.0,0.0,1,1,3,1,3,7,1,Attchd,1,1.0,336.0,466,0,0,0,0,7,2006
882,106500,20,RL,8339,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,882,0,0,0.0,0.0,1,0,3,1,3,5,0,Attchd,2,1.0,294.0,0,0,0,0,0,7,2007
1530,250000,20,FV,12606,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1530.0,1530.0,GasA,5,Y,1530,0,0,0.0,0.0,2,0,3,1,4,7,1,Attchd,2,3.0,984.0,212,136,0,0,0,5,2009
2294,202500,80,RM,13200,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,3,3,CBlock,3,3,1,4,375.0,1,0.0,366.0,741.0,GasA,2,Y,1497,797,0,0.0,0.0,3,0,5,1,3,9,1,Attchd,1,2.0,658.0,0,110,0,0,0,4,2007
1012,118400,30,RM,8263,Pave,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1012.0,1012.0,GasA,3,Y,1012,0,0,0.0,0.0,1,0,2,1,3,6,1,Detchd,1,1.0,308.0,0,22,112,0,0,5,2007
1200,146000,20,RL,9230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3,3,2,6,661.0,1,0.0,203.0,864.0,GasA,4,Y,1200,0,0,1.0,0.0,1,1,1,1,4,6,0,Detchd,1,2.0,884.0,0,64,0,0,0,10,2006
1052,127000,20,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,1,4,617.0,3,264.0,171.0,1052.0,GasA,3,Y,1052,0,0,1.0,0.0,1,0,3,1,3,6,0,Attchd,3,1.0,311.0,0,133,0,0,0,2,2007
1928,219500,60,RL,8200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,847,1081,0,0.0,0.0,2,1,4,1,4,8,1,BuiltIn,3,2.0,434.0,100,48,0,0,0,7,2007
936,78000,50,C (all),8520,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,5,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,2,2,1,1,0.0,1,0.0,216.0,216.0,GasA,2,N,576,360,0,0.0,0.0,1,0,2,1,3,6,0,0,0,0.0,0.0,0,0,0,0,0,4,2006
944,82000,20,RL,10206,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasW,2,N,944,0,0,0.0,0.0,1,0,2,1,2,4,0,Detchd,1,2.0,528.0,0,0,0,0,0,7,2009
2345,239000,70,RL,16560,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,503.0,1,0.0,449.0,952.0,GasA,3,Y,1170,1175,0,0.0,0.0,2,1,4,1,3,9,1,Detchd,1,2.0,360.0,0,0,0,0,0,7,2006
926,156450,85,RL,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,5,767.0,1,0.0,135.0,902.0,GasA,5,Y,926,0,0,1.0,0.0,1,0,2,1,3,5,1,Attchd,1,1.0,351.0,319,0,0,0,0,4,2009
1142,134000,120,RM,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,5,874.0,1,0.0,268.0,1142.0,GasA,3,Y,1142,0,0,1.0,0.0,1,1,3,1,3,6,1,Attchd,3,2.0,528.0,536,90,0,0,0,8,2007
1894,214900,60,RL,11316,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,4,3,PConc,4,3,1,6,624.0,1,0.0,193.0,817.0,GasA,5,Y,824,1070,0,1.0,0.0,2,1,4,1,4,8,1,BuiltIn,3,2.0,510.0,0,40,0,0,0,2,2010
729,52000,30,RL,4130,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,0.0,270.0,270.0,GasA,4,Y,729,0,0,0.0,0.0,1,0,2,1,3,5,0,0,0,0.0,0.0,0,0,0,0,0,7,2008
438,60000,30,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,290.0,1,0.0,0.0,290.0,GasA,3,N,438,0,0,0.0,0.0,1,0,1,1,2,3,0,Detchd,1,1.0,246.0,0,0,0,0,0,1,2009
996,147000,85,RL,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,6,747.0,1,0.0,189.0,936.0,GasA,5,Y,996,0,0,1.0,0.0,1,0,2,1,4,5,0,Attchd,1,2.0,564.0,120,0,0,0,0,4,2010
1902,123500,70,RM,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,203.0,1,0.0,897.0,1100.0,GasA,3,Y,1226,676,0,0.0,0.0,2,0,4,1,3,7,0,Detchd,1,2.0,576.0,0,139,55,0,0,10,2008
2031,237000,60,RL,9473,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,99.3082618862042,4,3,PConc,4,3,1,6,804.0,1,0.0,324.0,1128.0,GasA,5,Y,1128,903,0,1.0,0.0,2,1,3,1,4,7,1,Attchd,2,2.0,577.0,0,211,0,0,0,3,2008
845,84000,20,RL,11500,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,N,845,0,0,0.0,0.0,1,0,3,1,3,5,0,Detchd,1,1.0,290.0,186,0,0,0,0,1,2009
1448,238500,20,FV,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1348.0,1372.0,GasA,5,Y,1448,0,0,0.0,0.0,2,0,2,1,4,6,1,Attchd,2,2.0,692.0,0,140,0,0,0,6,2009
1436,141500,70,RL,6720,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,585.0,585.0,GasA,3,N,851,585,0,0.0,0.0,1,0,3,1,3,7,1,Detchd,1,1.0,228.0,184,0,0,0,0,4,2007
1445,138500,50,RL,14235,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,2,4,1,1,0.0,1,0.0,676.0,676.0,GasA,3,Y,831,614,0,0.0,0.0,2,0,3,1,3,6,0,Detchd,1,2.0,484.0,0,59,0,0,0,3,2010
1416,139900,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,300.0,1,0.0,480.0,780.0,GasA,3,Y,780,636,0,0.0,0.0,1,1,3,1,3,6,0,Detchd,1,1.0,312.0,221,0,48,0,0,3,2010
1516,167000,20,RL,10004,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,3,3,CBlock,3,3,1,3,196.0,4,345.0,975.0,1516.0,GasA,3,Y,1516,0,0,0.0,0.0,1,1,3,1,3,6,0,Attchd,2,2.0,472.0,0,0,0,0,152,2,2009
1299,183500,85,RL,12150,Pave,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,CBlock,4,3,3,6,1001.0,1,0.0,0.0,1001.0,GasA,3,Y,1299,0,0,1.0,0.0,2,0,2,1,4,5,1,BuiltIn,2,2.0,486.0,84,0,222,0,0,1,2007
2198,250000,60,RL,14260,Pave,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,4,3,PConc,4,3,3,6,655.0,1,0.0,490.0,1145.0,GasA,5,Y,1145,1053,0,1.0,0.0,2,1,4,1,4,9,1,Attchd,2,3.0,836.0,192,84,0,0,0,12,2008
1357,177000,80,RL,11512,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3,3,3,5,719.0,1,0.0,300.0,1019.0,GasA,4,Y,1357,0,0,1.0,0.0,1,0,2,1,5,5,1,Basment,2,1.0,312.0,0,0,0,0,163,5,2008
864,127000,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,671.0,1,0.0,193.0,864.0,GasA,4,Y,864,0,0,1.0,0.0,1,0,3,1,5,5,0,Detchd,3,2.0,576.0,155,0,0,0,0,9,2007
1020,165000,80,RL,14149,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1964,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,50.0,4,4,CBlock,3,3,4,2,68.0,4,722.0,190.0,980.0,GasA,3,Y,1020,0,0,0.0,1.0,2,0,3,1,3,5,1,Detchd,1,2.0,528.0,0,0,0,0,0,5,2007
2263,287000,60,RL,9240,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1055.0,1055.0,GasA,5,Y,1055,1208,0,0.0,0.0,2,1,3,1,4,7,1,BuiltIn,3,2.0,905.0,0,45,0,0,189,9,2008
2365,337000,60,RL,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,4,3,PConc,4,3,2,6,1163.0,1,0.0,89.0,1252.0,GasA,5,Y,1268,1097,0,1.0,0.0,2,1,3,1,4,8,1,Attchd,2,3.0,856.0,0,128,0,0,180,7,2009
1685,253000,20,FV,11824,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1685.0,1685.0,GasA,5,Y,1685,0,0,0.0,0.0,2,0,2,1,4,5,1,Attchd,3,3.0,658.0,112,63,0,0,0,4,2007
1040,136000,20,RL,7942,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,85.0,5,955.0,0.0,1040.0,GasA,3,Y,1040,0,0,0.0,1.0,1,0,3,1,3,6,0,Attchd,3,1.0,293.0,0,0,0,0,0,6,2007
1302,200000,120,RL,3903,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,3,5,1030.0,1,0.0,272.0,1302.0,GasA,5,Y,1302,0,0,1.0,0.0,1,1,1,1,4,5,1,Attchd,2,2.0,631.0,110,50,0,0,0,5,2007
2634,200000,90,RL,11643,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,3,3,CBlock,3,3,1,2,500.0,1,0.0,748.0,1248.0,GasA,3,Y,1338,1296,0,1.0,1.0,2,2,6,2,3,12,0,Detchd,1,4.0,968.0,0,0,0,0,0,8,2009
1176,134900,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,0.0,698.0,698.0,GasA,3,Y,786,390,0,0.0,0.0,1,0,2,1,3,4,0,Detchd,1,2.0,624.0,210,0,0,0,0,7,2009
572,75000,30,C (all),10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,572.0,572.0,GasA,2,N,572,0,0,0.0,0.0,1,0,2,1,3,4,0,Detchd,1,1.0,200.0,0,0,72,0,0,5,2009
